
864,46
1040,28
912,19
848,18
960,18
816,18
894,17
936,17
672,17
546,15
832,13
768,13
483,13
1072,12
630,12
840,12
728,12
988,11
1008,11
1152,10
720,10
1200,10
1337,10
1728,10
882,9
884,9
780,9
855,9
928,9
990,9
925,8
764,8
948,8
774,8
1055,8
952,8
796,8
1216,8
698,8
1144,8
892,8
1358,8
874,7
958,7
616,7
756,7
845,7
600,7
1114,7
847,7
1494,7
1302,7
1052,7
1422,7
1092,7
1088,7
1026,7
810,7
1440,7
896,7
798,7
1392,7
825,7
1128,7
1056,7
804,7
910,7
624,7
1120,6
858,6
1073,6
1022,6
1050,6
754,6
964,6
725,6
984,6
970,6
738,6
684,6
976,6
980,6
1080,6
833,6
1142,6
792,6
808,6
1560,6
904,6
1236,6
1226,6
1646,6
520,6
1220,6
914,6
926,6
1020,6
872,6
784,6
1168,6
1164,6
866,6
861,5
943,5
1005,5
1105,5
888,5
955,5
944,5
992,5
1143,5
854,5
1001,5
900,5
930,5
765,5
1053,5
876,5
860,5
1057,5
916,5
744,5
972,5
1117,5
1014,5
1689,5
1800,5
1188,5
1694,5
1625,5
1680,5
1218,5
1652,5
1224,5
1488,5
1100,5
1478,5
1306,5
1414,5
1314,5
1324,5
1370,5
1362,5
1344,5
1112,5
1212,5
1064,5
1024,5
1044,5
1034,5
1032,5
525,5
1060,5
1048,5
1096,5
1280,4
1246,4
1298,4
1296,4
1466,4
945,4
999,4
1518,4
1054,4
983,4
1256,4
880,4
1500,4
1258,4
1504,4
1468,4
868,4
1442,4
1584,4
1342,4
1097,4
1095,4
1093,4
1091,4
846,4
1079,4
1352,4
1360,4
1364,4
1368,4
1004,4
1328,4
1382,4
1390,4
941,4
1104,4
1108,4
1150,4
729,4
1182,4
1170,4
1094,4
1160,4
1336,4
827,4
1158,4
819,4
851,4
1148,4
1836,4
1838,4
1146,4
950,4
1136,4
1126,4
757,4
1190,4
932,4
902,4
1664,4
1242,4
909,4
1232,4
707,4
901,4
1068,4
1074,4
1214,4
1012,4
1734,4
918,4
879,4
920,4
1208,4
968,4
1082,4
1204,4
1086,4
831,4
1338,4
608,4
1721,4
1565,4
1187,4
1535,4
1175,4
680,4
1575,4
1145,4
1383,4
1567,4
1313,4
760,4
747,3
1116,3
1078,3
676,3
1501,3
1090,3
2036,3
2020,3
1102,3
660,3
2000,3
773,3
789,3
1118,3
1062,3
1122,3
1134,3
1138,3
1140,3
1850,3
1844,3
813,3
1824,3
1154,3
769,3
686,3
752,3
1058,3
962,3
741,3
742,3
1375,3
751,3
713,3
1377,3
691,3
734,3
1341,3
986,3
996,3
1405,3
1006,3
1411,3
1419,3
716,3
561,3
954,3
1036,3
1453,3
694,3
1479,3
1445,3
1113,3
1166,3
1582,3
1576,3
1248,3
1252,3
1254,3
1262,3
1264,3
1266,3
1268,3
1272,3
1530,3
1276,3
1506,3
1496,3
1484,3
1482,3
1444,3
1436,3
1432,3
1430,3
1310,3
1312,3
1402,3
1316,3
1320,3
1378,3
1372,3
1350,3
1580,3
1588,3
612,3
1687,3
778,3
1176,3
1766,3
1178,3
1180,3
1718,3
1196,3
1710,3
1700,3
1696,3
572,3
1686,3
1210,3
1651,3
1656,3
530,3
526,3
1671,3
1222,3
1632,3
1630,3
1675,3
1620,3
1614,3
1610,3
1600,3
1240,3
940,3
1098,3
1740,3
1125,3
979,3
975,3
961,3
1127,3
1195,3
951,3
949,3
985,3
806,3
1211,3
1217,3
907,3
899,3
1251,3
981,3
886,3
869,3
1149,3
1133,3
1077,3
1141,3
1069,3
1065,3
856,3
1051,3
844,3
1041,3
1131,3
1027,3
1165,3
997,3
993,3
924,3
959,3
1287,3
1301,3
1285,3
835,3
788,3
1299,3
1277,3
1085,2
